Evidence,Property,Source,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,PubMed,Subject Coverage,Query Coverage,Identity,E-value
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4966,0,0,CAD09800.1,Salmonella enterica,tem-1,TEM beta-lactamase,,beta-lactam resistance gene,0,100,100,100,1.00E-163
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.3876,0,0,AML99881.1,Salmonella enterica,mdtK,YeeO transporter,,efflux pump conferring antibiotic resistance,0,99,93,99,1.00E-273
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4630,0,0,NP_312937.1,Escherichia coli,rpoB,RNA polymerase beta subunit,,rifampin resistance gene,0,100,100,98,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4100,0,0,0,unknown,rho,Rho termination factor,Rho termination factor,antibiotic target in susceptible species,8466900,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4601,0,0,ABG77965.1,Enterobacter cloacae,acrA,AcrA efflux pump component,,efflux pump conferring antibiotic resistance,0,97,97,87,1.00E-190
BLAT,Antibiotic Resistance,NDARO,ST4,fig|90370.6295.peg.4962,0,0,WP_001043260.1,Bacteria,0,Sul1/Sul2 resistance protein,Dihydropteroate synthase Sul2,unknown,0,100,100,100,1.00E-148
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.2956,0,0,0,unknown,hns,H-NS protein,H-NS protein,regulator modulating antibiotic resistance,14973023,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.3106,0,0,NP_312865.1,Escherichia coli,cpxR,CpxR response regulator,,efflux pump conferring antibiotic resistance,0,100,100,96,1.00E-126
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4602,0,0,ABG77966.1,Enterobacter cloacae,acrB,AcrB efflux pump component,,efflux pump conferring antibiotic resistance,0,99,99,93,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4133,0,0,AAC75136.1,Escherichia coli,mdtB,MdtB efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,91,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.3269,0,0,0,unknown,sugE,SugE efflux transporter,SugE efflux transporter,efflux pump conferring antibiotic resistance,11948170,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4133,0,0,0,unknown,mdtABC-tolC,MdtB efflux pump component,MdtB efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST4,fig|90370.6295.peg.3977,0,0,WP_000679427.1,Bacteria,0,QacE delta 1 efflux transporter,QacE efflux transporter,unknown,0,100,100,100,6.00E-60
BLAT,Antibiotic Resistance,NDARO,ST4,fig|90370.6295.peg.3976,0,0,WP_000259031.1,Bacteria,0,Sul1/Sul2 resistance protein,Dihydropteroate synthase Sul1,unknown,0,100,100,100,1.00E-156
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.489,0,0,0,unknown,emrAB-tolC,EmrA efflux pump component,EmrA efflux pump component,efflux pump conferring antibiotic resistance,1409590,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4964,0,0,AAC23556.1,Pseudomonas aeruginosa,aph(6)-Id,APH(6)-Id phosphotransferase,,aminoglycoside resistance gene,0,100,100,99,1.00E-160
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.490,0,0,0,unknown,emrAB-tolC,EmrB efflux pump component,EmrB efflux pump component,efflux pump conferring antibiotic resistance,1409590,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.883,0,0,0,unknown,folP,Dihydropteroate synthase,Dihydropteroate synthase,antibiotic target in susceptible species,15673783,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.1525,0,0,0,unknown,macA,MacA efflux protein,MacA efflux protein,efflux pump conferring antibiotic resistance,11544226,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.1770,0,0,0,unknown,ddl,D-Ala-D-Ala ligase,D-Ala-D-Ala ligase,antibiotic target in susceptible species,24303782;24033232,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4623,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2927,0,0,CDO13981.1,Klebsiella pneumoniae,phoP,PhoP regulator,,polymyxin resistance gene,0,100,99,92,1.00E-114
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4973,0,0,AAL02127.1,Escherichia coli,ctxM-15,CTX-M beta-lactamase,,beta-lactam resistance gene,0,100,100,100,1.00E-161
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.488,0,0,NP_417169.1,Escherichia coli,emrR,EmrR regulator,,efflux pump conferring antibiotic resistance,0,98,98,93,2.00E-90
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.3916,0,0,0,unknown,acrZ,AcrZ efflux pump component,AcrZ efflux pump component,efflux pump conferring antibiotic resistance,23010927,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.2576,0,0,0,unknown,MarR,MarR regulator,MarR regulator,antibiotic resistance gene cluster,7768850;8282690;8383113;9068629,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.490,0,0,AAC75733.1,Escherichia coli,emrB,EmrB efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,95,1.00E-289
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.1402,0,0,NP_460903.1,Salmonella enterica,sdiA,SdiA transcriptional activator,,efflux pump conferring antibiotic resistance,0,100,100,98,1.00E-137
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2956,0,0,NP_309766.1,Escherichia coli,hns,H-NS protein,,efflux pump conferring antibiotic resistance,0,99,99,95,2.00E-67
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4782,0,0,0,unknown,hns,H-NS protein,H-NS protein,regulator modulating antibiotic resistance,14973023,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2669,0,0,AAF03531.1,Salmonella enterica,aac(6')-Iy,AAC(6') acetyltransferase,,aminoglycoside resistance gene,0,100,84,97,4.00E-80
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.2204,0,0,0,unknown,ileS,Isoleucyl-tRNA synthetase,Isoleucyl-tRNA synthetase,antibiotic target in susceptible species,7929087,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.1284,0,0,NP_416340.1,Escherichia coli,mgrB,MgrB regulator,,polymyxin resistance gene,0,100,100,87,1.00E-18
BLAT,Antibiotic Resistance,NDARO,ST4,fig|90370.6295.peg.4889,0,0,WP_001516695.1,Gammaproteobacteria,0,QnrB resistance protein,QnrS1 resistance protein,unknown,0,100,100,100,1.00E-129
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4544,0,0,AAC76298.1,Escherichia coli,acrF,AcrF efflux pump component,,efflux pump conferring antibiotic resistance,0,87,98,89,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.488,0,0,0,unknown,emrAB-tolC,EmrR regulator,EmrR regulator,regulator modulating antibiotic resistance,7730261,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4602,0,0,0,unknown,acrAB-tolC,AcrB efflux pump component,AcrB efflux pump component,efflux pump conferring antibiotic resistance,7651136,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.49,0,0,0,unknown,rpsL,Ribosomal protein S12,Ribosomal protein S12,antibiotic target in susceptible species,7934937,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST4,fig|90370.6295.peg.4963,0,0,WP_001082319.1,Bacteria,0,APH(3'')-I phosphotransferase,APH(3'')-Ib phosphotransferase,unknown,0,100,100,100,1.00E-157
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.47,0,0,0,unknown,fusA,Elongation factor G,Elongation factor G,antibiotic target in susceptible species,17980694,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2417,0,0,NP_418540.1,Escherichia coli,adiY,AdiY regulator,,efflux pump conferring antibiotic resistance,0,98,98,80,1.00E-116
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.3419,0,0,ACH50230.1,Salmonella enterica,ramR,AcrR family regulator,,efflux pump conferring antibiotic resistance,0,100,100,97,1.00E-104
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.2074,0,0,0,unknown,mdtM,MdtM efflux pump,MdtM efflux pump,efflux pump conferring antibiotic resistance,23221628,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.3514,0,0,NP_459345.2,Salmonella enterica,mdsC,OprM efflux pump component,,efflux pump conferring antibiotic resistance,0,26,99,98,2.00E-65
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.3977,0,0,0,unknown,qacE,QacE delta 1 efflux transporter,QacE efflux transporter,efflux pump conferring antibiotic resistance,0,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.792,0,0,AAC76093.1,Escherichia coli,bacA,BacA diphosphatase,,peptide antibiotic resistance gene,0,100,100,97,1.00E-149
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.3773,0,0,NP_415222.1,Escherichia coli,kdpE,KdpE response regulator,,aminoglycoside resistance gene,0,99,99,91,1.00E-116
BLAT,Antibiotic Resistance,NDARO,ST4,fig|90370.6295.peg.3984,0,0,WP_000412211.1,Bacteria/Archaea,0,Chloramphenicol acetyltransferase,Chloramphenicol O-acetyltransferase,unknown,0,100,100,100,1.00E-132
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4545,0,0,0,unknown,AcrEF-TolC ,AcrE efflux pump component,AcrE efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.1566,0,0,NP_415434.1,Escherichia coli,msbA,MsbA export protein,,efflux pump conferring antibiotic resistance,0,100,100,96,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.3052,0,0,0,unknown,katG,KatG catalase-peroxidase,KatG catalase-peroxidase,antibiotic activation enzyme,14638486,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST4,fig|90370.6295.peg.4964,0,0,WP_000480968.1,Bacteria,0,APH(6)-Id phosphotransferase,APH(6)-Id phosphotransferase,unknown,0,100,100,100,1.00E-161
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.1496,0,0,NP_415372.1,Escherichia coli,nfsA,NfsA nitroreductase,,nitrofuratoin resistance gene,0,100,100,87,1.00E-124
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.1488,0,0,0,unknown,mdfA,MdfA efflux pump,MdfA efflux pump,efflux pump conferring antibiotic resistance,9079913,0,0,0,0
BLAT,Antibiotic Resistance,NDARO,ST4,fig|90370.6295.peg.4966,0,0,WP_000027057.1,Bacteria,0,TEM beta-lactamase,TEM-1 beta-lactamase,unknown,0,100,100,100,1.00E-163
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.3999,0,0,0,unknown,mdtL,MdtL efflux pump,MdtL efflux pump,efflux pump conferring antibiotic resistance,11566977,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.805,0,0,NP_417544.5,Escherichia coli,patA,PatA aminotransferase,,efflux pump conferring antibiotic resistance,0,99,99,94,1.00E-252
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4544,0,0,0,unknown,AcrEF-TolC ,AcrF efflux pump component,AcrF efflux pump component,efflux pump conferring antibiotic resistance,1720861,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2413,0,0,YP_492255.1,Escherichia coli,pmrB,PmrB sensor kinase,,unknown,0,97,98,85,1.00E-172
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2575,0,0,YP_489794.1,Escherichia coli,marA,MarA regulator,,efflux pump conferring antibiotic resistance,0,99,99,95,1.00E-65
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4353,0,0,0,unknown,alr,Alanine racemase,Alanine racemase,antibiotic target in susceptible species,19748470;24303782,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2793,0,0,AAC74149.2,Escherichia coli,mdtH,MdtH efflux pump,,efflux pump conferring antibiotic resistance,0,99,99,91,1.00E-216
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2576,0,0,AAC74603.2,Escherichia coli,marR,MarR regulator,,efflux pump conferring antibiotic resistance,0,100,100,92,3.00E-72
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.489,0,0,BAA16547.1,Escherichia coli,emrA,EmrA efflux pump component,,efflux pump conferring antibiotic resistance,0,100,100,89,1.00E-198
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.1899,0,0,0,unknown,acrAD-tolC,AcrD efflux pump component,AcrD efflux pump component,efflux pump conferring antibiotic resistance,10692383,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.3107,0,0,NP_312864.1,Escherichia coli,cpxA,CpxA histidine kinase,,efflux pump conferring antibiotic resistance,0,99,99,97,1.00E-259
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2996,0,0,NP_415791.1,Escherichia coli,cysB,CysB activator,,aminocoumarin resistance gene,0,100,100,95,1.00E-177
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4963,0,0,ABK33456.1,Pseudomonas aeruginosa,aph(3'')-Ib,APH(3'')-I phosphotransferase,,aminoglycoside resistance gene,0,100,100,99,1.00E-156
BLAT,Antibiotic Resistance,NDARO,ST4,fig|90370.6295.peg.4755,0,0,WP_001580422.1,Salmonella enterica,0,Aminoglycoside nucleotidyltransferase,Aminoglycoside nucleotidyltransferase,unknown,0,100,90,97,1.00E-146
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2074,0,0,AAC77293.1,Escherichia coli,mdtM,MdtM efflux pump,,efflux pump conferring antibiotic resistance,0,98,97,86,1.00E-202
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.2889,0,0,0,unknown,kasA,KasA synthase,KasA synthase,antibiotic target in susceptible species,10428945,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4131,0,0,AAC75138.1,Escherichia coli,mdtD,MdtD efflux transporter,,efflux pump conferring antibiotic resistance,0,99,99,85,1.00E-235
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4129,0,0,YP_490321.1,Escherichia coli,baeR,BaeR response regulator,,efflux pump conferring antibiotic resistance,0,100,100,96,1.00E-130
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2259,0,0,AAC75314.1,Escherichia coli,pmrF,PmrF transferase,,polymyxin resistance gene,0,98,97,87,1.00E-161
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.897,0,0,AIL15701,Escherichia coli,murA,MurA transferase,,fosfomycin resistance gene,0,100,100,97,1.00E-233
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.897,0,0,0,unknown,murA,MurA transferase,MurA transferase,antibiotic target in susceptible species,8994972,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2244,0,0,CDJ72593,Escherichia coli,glpT,GlpT transporter,,fosfomycin resistance gene,0,100,100,96,1.00E-265
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.1245,0,0,0,unknown,alr,Alanine racemase,Alanine racemase,antibiotic target in susceptible species,19748470;24303782,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.3514,0,0,0,unknown,oprM,OprM efflux pump component,OprM efflux pump component,efflux pump conferring antibiotic resistance,0,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4631,0,0,0,unknown,rpoC,RNA polymerase beta' subunit,RNA polymerase beta' subunit,antibiotic target in susceptible species,16723576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4973,0,0,0,unknown,ctxM,CTX-M beta-lactamase,CTX-M beta-lactamase,antibiotic inactivation enzyme,17289764,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.498,0,0,NP_417177.1,Escherichia coli,alaS,Alanyl-tRNA synthetase,,aminocoumarin resistance gene,0,100,100,95,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4132,0,0,0,unknown,mdtABC-tolC,MdtC efflux pump component,MdtC efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.46,0,0,0,unknown,tufA,Elongation factor Tu,Elongation factor Tu,antibiotic target in susceptible species,364475;9678602,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4032,0,0,0,unknown,gidB,GidB methyltransferase,GidB methyltransferase,gene conferring resistance via absence,17238915,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.3803,0,0,AAC75089.1,Escherichia coli,pmrE,PmrE dehydrogenase,,polymyxin resistance gene,0,100,100,88,1.00E-196
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4601,0,0,0,unknown,acrAB-tolC,AcrA efflux pump component,AcrA efflux pump component,efflux pump conferring antibiotic resistance,7651136,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.42,0,0,0,unknown,rpsJ,Ribosomal protein S10,Ribosomal protein S10,antibiotic target in susceptible species,26124155,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.1397,0,0,0,unknown,pgsA,PgsA phosphatidyltransferase,PgsA phosphatidyltransferase,cell wall charge modification resistance,22238576,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.1487,0,0,0,unknown,bcrC,BcrC diphosphatase,BcrC diphosphatase,antibiotic target protection protein,12486040;15778224;15946938,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4889,0,0,ABG56870.1,Klebsiella pneumoniae,qnrS1,QnrB resistance protein,,fluoroquinolone resistance gene,0,100,100,100,1.00E-129
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.2669,0,0,0,unknown,aac(6')-Ic,AAC(6') acetyltransferase,AAC(6') acetyltransferase,antibiotic inactivation enzyme,11158753;15155202;1354954;2069376;8257129;7810994;8001769;7793874;10188279;10542165;10508008,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.1721,0,0,0,unknown,dfrA,Dihydrofolate reductase,Dihydrofolate reductase,antibiotic target in susceptible species,20169085;25288078,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.883,0,0,YP_491362.1,Escherichia coli,folP,Dihydropteroate synthase,,sulfonamide resistance gene,0,100,100,91,1.00E-147
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4130,0,0,BAA15934.1,Escherichia coli,baeS,BaeS histidine kinase,,efflux pump conferring antibiotic resistance,0,100,100,88,1.00E-245
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.3545,0,0,0,unknown,ddl,D-Ala-D-Ala ligase,D-Ala-D-Ala ligase,antibiotic target in susceptible species,24303782;24033232,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.146,0,0,0,unknown,gdpD,GdpD phosphodiesterase,GdpD phosphodiesterase,cell wall charge modification resistance,21899450,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.768,0,0,NP_462096.1,Salmonella enterica,parE,DNA topoisomerase IV subunit B,,fluoroquinolone resistance gene,0,100,100,100,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2909,0,0,NP_415632.1,Escherichia coli,mfd,Mfd transcription-repair factor,,fluoroquinolone resistance gene,0,100,100,95,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.2386,0,0,NP_463130.1,Salmonella enterica,soxS,SoxS regulator,,efflux pump conferring antibiotic resistance,0,100,100,99,7.00E-56
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4889,0,0,0,unknown,qnrB,QnrB resistance protein,QnrB resistance protein,antibiotic target protection protein,11943863,0,0,0,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4630,0,0,0,unknown,rpoB,RNA polymerase beta subunit,RNA polymerase beta subunit,antibiotic target in susceptible species,3050121;15047531;16723576,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.46,0,0,AAA50993.1,Escherichia coli,0,Elongation factor Tu,,elfamycin resistance gene,0,100,100,99,1.00E-230
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.4132,0,0,AAC75137.1,Escherichia coli,mdtC,MdtC efflux pump component,,efflux pump conferring antibiotic resistance,0,99,99,91,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.4134,0,0,0,unknown,mdtABC-tolC,MdtA efflux pump component,MdtA efflux pump component,efflux pump conferring antibiotic resistance,12107134,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.3991,0,0,NP_462735.1,Salmonella enterica,gyrB,DNA gyrase subunit B,,fluoroquinolone resistance gene,0,100,100,100,0
K-mer Search,Antibiotic Resistance,PATRIC,ST4,fig|90370.6295.peg.2232,0,0,0,unknown,gyrA,DNA gyrase subunit A,DNA gyrase subunit A,antibiotic target in susceptible species,9293187,0,0,0,0
BLAT,Antibiotic Resistance,CARD,ST4,fig|90370.6295.peg.3420,0,0,AFK13828.1,Enterobacter cloacae,ramA,RamA activator,,efflux pump conferring antibiotic resistance,0,91,100,85,2.00E-53
K-mer Search,Antibiotic Resistance,PATRIC,ST5,fig|90370.6292.peg.1696,0,0,0,unknown,emrAB-tolC,EmrA efflux pump component,EmrA efflux pump component,efflux pump conferring antibiotic resistance,1409590,0,0,0,0
